# RaceRender Data: TrackAddict 2.6.3 on iOS 8.0 [iPhone5,2] (Mode:0, Device_Orientation:4)
# End Point: 46.420105, -94.276219  @ -1.00 deg
"Time","Lap","GPS_Update","GPS_Delay","Accuracy (m)","Latitude","Longitude","Altitude (m)","Speed (MPH)","Heading","X","Y","Z"
1.713,0,0,0.000,30.0,46.4207038,-94.2767803,375,2.1,-1.0,-0.21,-0.20,0.24
1.728,0,1,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.21,-0.20,0.24
1.772,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.22,-0.21,0.28
1.811,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.20,-0.20,0.27
1.870,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.22,-0.21,0.29
1.910,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.20,-0.20,0.18
1.968,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.13,-0.17,-0.07
2.008,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.21,-0.21,0.24
2.067,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.21,0.29
2.106,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.20,0.29
2.165,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.20,-0.20,0.19
2.205,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.21,0.29
2.264,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.21,0.28
2.304,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.24,-0.21,0.29
2.362,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.21,0.30
2.402,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.23,-0.22,0.31
2.461,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.21,-0.22,0.29
2.500,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.21,-0.22,0.27
2.559,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.22,-0.21,0.28
2.599,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.16,-0.18,0.06
2.658,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.18,-0.19,0.13
2.698,0,0,0.000,10.0,46.4207285,-94.2767833,372,1.4,-1.0,-0.13,-0.16,-0.08
2.725,0,1,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.21,-0.20,0.18
2.776,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.25,-0.21,0.27
2.816,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.27,-0.20,0.29
2.875,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.13,-0.15,-0.17
2.915,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.07,-0.13,-0.38
2.976,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.06,-0.13,-0.41
3.012,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.13,-0.15,-0.17
3.071,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.10,-0.14,-0.25
3.111,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.14,-0.15,-0.16
3.173,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.26,-0.20,0.23
3.210,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.27,-0.20,0.29
3.269,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.12,-0.15,-0.16
3.308,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.17,-0.16,-0.00
3.367,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.17,-0.16,0.03
3.407,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.26,-0.21,0.26
3.466,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.24,-0.20,0.19
3.506,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.15,-0.17,-0.06
3.565,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.17,-0.17,0.02
3.604,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.18,-0.18,0.03
3.663,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.18,-0.17,0.02
3.702,0,0,0.000,10.0,46.4207431,-94.2767741,372,1.1,-1.0,-0.21,-0.19,0.14
3.725,0,1,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.24,-0.22,0.23
3.781,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.25,-0.23,0.29
3.821,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.13,-0.16,0.01
3.879,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.01,-0.02,-0.03
3.920,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.01,-0.01,-0.02
3.978,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.02,-0.01,-0.03
4.017,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.01,-0.01,-0.03
4.076,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.03,-0.05,-0.06
4.116,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.03,-0.02,-0.06
4.174,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.07,-0.06,-0.06
4.214,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.08,-0.08,-0.05
4.273,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.10,-0.08,-0.05
4.313,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.14,-0.10,-0.12
4.372,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.15,-0.09,-0.09
4.411,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.13,-0.07,-0.08
4.470,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.10,-0.07,-0.04
4.510,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.07,-0.06,-0.06
4.569,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.04,-0.05,-0.02
4.609,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.03,-0.06,-0.04
4.668,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.03,-0.06,-0.02
4.707,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.02,-0.06,-0.09
4.719,0,1,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.02,-0.06,-0.09
4.766,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.06,-0.11,-0.06
4.806,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.00,-0.13,-0.03
4.864,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.00,-0.14,-0.05
4.904,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.05,-0.16,-0.02
4.963,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.05,-0.16,-0.05
5.004,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.02,-0.09,-0.04
5.061,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.00,-0.09,-0.02
5.102,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.02,-0.08,-0.04
5.160,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.03,-0.08,-0.02
5.199,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.03,-0.07,-0.04
5.258,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.04,-0.08,-0.05
5.299,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,-0.00,-0.10,-0.10
5.357,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.03,-0.15,-0.05
5.397,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.09,-0.13,-0.09
5.457,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.07,-0.12,-0.03
5.496,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.11,-0.12,-0.08
5.555,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.09,-0.12,-0.03
5.594,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.09,-0.12,-0.04
5.653,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.08,-0.11,-0.04
5.695,0,0,0.000,5.0,46.4207431,-94.2767741,372,0.0,-1.0,0.07,-0.10,-0.05
5.719,0,1,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.07,-0.10,-0.05
5.771,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.06,-0.11,-0.05
5.810,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.06,-0.11,-0.03
5.870,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.05,-0.10,-0.02
5.909,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.05,-0.08,-0.02
5.969,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.05,-0.09,-0.05
6.008,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.04,-0.08,-0.02
6.066,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.04,-0.06,-0.02
6.106,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.06,-0.06,-0.03
6.165,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.04,-0.10,-0.04
6.205,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.03,-0.09,-0.02
6.264,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.04,-0.07,-0.03
6.303,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.01,-0.06,-0.02
6.362,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,-0.01,-0.08,-0.04
6.402,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.02,-0.05,-0.02
6.460,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.04,-0.05,-0.01
6.500,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.01,-0.07,-0.03
6.559,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.00,-0.08,-0.04
6.598,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,-0.02,-0.05,-0.02
6.657,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,-0.01,-0.04,-0.02
6.697,0,0,0.000,5.0,46.4207431,-94.2767741,373,0.0,-1.0,0.02,-0.07,-0.04
6.727,0,1,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.03,-0.08,-0.04
6.775,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.03,-0.08,-0.02
6.815,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.00,-0.09,-0.05
6.874,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.06,-0.01,-0.03
6.913,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.00,-0.04,-0.02
6.974,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.02,-0.06,-0.03
7.012,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.01,-0.03,-0.02
7.071,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.01,-0.06,-0.03
7.111,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.02,-0.05,-0.03
7.171,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.04,-0.02,-0.02
7.209,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.01,-0.01,-0.03
7.269,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.01,-0.02,-0.03
7.315,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.11,0.04,-0.08
8.228,0,1,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.13,0.04,-0.09
9.057,0,1,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.13,0.04,-0.09
9.124,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.02,-0.03,-0.05
9.126,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.02,-0.06,-0.04
9.139,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.01,-0.06,-0.01
9.174,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.01,-0.10,-0.04
9.192,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.02,-0.06,-0.05
9.192,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.04,-0.04,-0.03
9.193,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.01,-0.04,-0.03
9.195,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.07,-0.00,-0.04
9.208,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.13,0.04,-0.07
9.210,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.14,0.05,-0.08
9.225,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.06,-0.09
9.226,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.10
9.226,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.10
9.227,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.06,-0.08
9.228,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.14,0.05,-0.08
9.228,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.10
9.229,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.09
9.229,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.16,0.05,-0.10
9.230,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.09
9.233,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.16,0.05,-0.09
9.234,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.10
9.236,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.09
9.237,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.16,0.06,-0.10
9.237,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.11
9.238,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.04,-0.10
9.238,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.15,0.05,-0.08
9.239,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.13,0.07,-0.09
9.239,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.11,-0.00,-0.13
9.240,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,-0.03,-0.07
9.240,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.03,-0.04,-0.04
9.241,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,-0.00,-0.04
9.241,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,0.04,-0.07
9.242,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.07,0.01,-0.05
9.242,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.01,-0.05
9.243,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.07,0.00,-0.04
9.243,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.00,-0.08
9.244,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.06,-0.02,-0.07
9.244,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.01,-0.01,-0.12
9.269,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.03,-0.02,-0.04
9.325,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.01,-0.02,-0.03
9.369,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.06,-0.04,-0.11
9.429,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.02,-0.05,-0.18
9.474,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.10,0.01,-0.17
9.522,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.04,-0.01,-0.07
9.576,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.03,-0.04,-0.08
10.206,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.10,-0.06,-0.17
10.207,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.06,-0.03,-0.17
10.208,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.06,-0.04,-0.22
10.209,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.10,-0.09,-0.28
10.210,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.04,-0.05,-0.14
10.211,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,-0.08,-0.06,-0.11
10.222,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.01,-0.01,-0.07
10.223,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,0.05,-0.13
10.224,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.09,-0.07
10.226,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.06,0.12,-0.03
10.226,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.02,0.10,-0.11
10.228,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.02,0.06,-0.13
10.229,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.07,0.06,-0.09
10.371,0,1,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,0.08,-0.08
10.388,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.11,0.09,-0.15
10.389,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.10,0.09,-0.14
10.390,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.04,0.12,-0.06
10.432,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,0.14,-0.09
10.484,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.13,-0.06
10.525,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.10,0.14,-0.07
10.581,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.09,0.13,-0.07
10.624,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.12,-0.05
10.669,0,0,0.000,5.0,46.4207920,-94.2767732,372,0.0,-1.0,0.08,0.13,-0.04
10.730,0,1,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.08,0.12,-0.06
10.757,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.13,-0.04
10.816,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.12,-0.07
10.861,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.13,-0.05
10.905,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.13,-0.07
10.964,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.08,0.11,-0.07
11.008,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.08,0.10,-0.05
11.054,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.10,-0.03
11.112,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.09,0.11,-0.04
11.158,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,0.06,0.06,-0.08
11.217,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.01,0.00,-0.04
11.257,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.01,-0.00,-0.02
11.316,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.02,-0.01,-0.03
11.355,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.01,-0.01,-0.03
11.415,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.01,-0.01,-0.03
11.454,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.02,-0.01,-0.04
11.513,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.00,0.02,-0.04
11.552,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.01,-0.02
11.611,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.02,-0.02
11.652,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.04,-0.03,-0.01
11.709,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.02,-0.03
11.726,0,1,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.01,-0.04
11.768,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.02,-0.01,-0.03
11.809,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.02,-0.03
11.868,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.04,-0.03,-0.02
11.908,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.03,-0.02,-0.00
11.966,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.02,-0.01,-0.02
12.007,0,0,0.000,5.0,46.4207920,-94.2767732,373,0.0,-1.0,-0.02,-0.02,-0.01
