# RaceRender Data: TrackAddict 2.6.3 on iOS 8.0 [iPhone5,2] (Mode:0, Device_Orientation:4)
# End Point: 46.420105, -94.276219  @ -1.00 deg
"Time","Lap","GPS_Update","GPS_Delay","Accuracy (m)","Latitude","Longitude","Altitude (m)","Speed (MPH)","Heading","X","Y","Z"
0.035,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.00,-0.00,0.00
0.094,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,-0.01,-0.07,-0.00
0.133,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.01,-0.08,0.00
0.193,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,-0.01,-0.17,-0.01
0.232,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,-0.01,-0.14,-0.04
0.291,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,-0.03,-0.20,-0.03
0.331,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.01,-0.15,-0.04
0.389,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.01,-0.14,-0.02
0.429,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.02,-0.14,0.00
0.488,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.02,-0.10,-0.00
0.527,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.03,-0.14,-0.06
0.540,0,1,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.03,-0.14,-0.06
0.587,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.04,-0.14,-0.02
0.626,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.08,-0.14,-0.08
0.685,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.08,-0.17,-0.01
0.724,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.05,-0.11,-0.02
0.783,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.05,-0.16,0.03
0.823,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.06,-0.15,-0.01
0.884,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.04,-0.16,0.00
0.921,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.06,-0.13,0.01
0.980,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.06,-0.14,0.01
1.020,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.08,-0.12,-0.05
1.078,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.08,-0.10,-0.03
1.118,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.09,-0.10,-0.00
1.177,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.09,-0.10,-0.01
1.217,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.11,-0.10,-0.03
1.275,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.11,-0.10,-0.04
1.315,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.12,-0.09,-0.03
1.374,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.12,-0.10,-0.02
1.413,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.11,-0.10,-0.00
1.472,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.11,-0.11,-0.00
1.512,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.12,-0.11,-0.02
1.539,0,1,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.12,-0.10,-0.01
1.590,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.12,-0.11,0.01
1.630,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.13,-0.10,0.02
1.689,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.13,-0.11,0.02
1.728,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.14,-0.11,0.03
1.787,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.15,-0.13,-0.05
1.827,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.16,-0.10,-0.05
1.886,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.15,-0.14,0.06
1.925,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.11,-0.09,-0.03
1.984,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.04,-0.05,-0.33
2.024,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.05,-0.04,-0.49
2.084,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.09,-0.03,-0.76
2.122,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.16,-0.04,-0.92
2.181,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.29,-0.12,-0.90
2.220,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.69,-0.48,-0.36
2.289,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.71,-0.98,-0.47
2.329,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.96,-1.73,-0.45
2.388,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.56,-0.81,-0.17
2.427,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.64,-0.48,-0.34
2.486,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.19,-0.07,-0.46
2.510,0,1,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.06,-0.02,-0.65
2.564,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.07,-0.04,-0.72
2.603,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.15,-0.06,-0.86
2.661,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.24,-0.16,-0.76
2.714,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.22,-0.09,-0.60
2.757,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.15,-0.05,-0.97
3.177,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.22,-0.13,-1.00
3.178,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.34,-0.24,-0.98
3.179,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.26,-0.16,-1.15
3.179,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.07,-0.05,-0.90
3.180,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.08,-0.01,-0.60
3.264,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.19,0.06,-0.44
3.266,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.35,0.00,-0.56
3.269,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.73,-0.04,-0.65
3.272,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.29,0.07,-0.81
3.294,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.27,0.04,-0.86
3.349,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.29,-0.01,-0.85
3.389,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.28,0.03,-0.87
3.477,0,1,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.28,0.03,-0.87
3.489,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.27,0.05,-0.80
3.500,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.30,0.04,-0.78
3.909,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.28,0.02,-0.74
3.921,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.30,0.03,-0.70
3.923,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.32,0.06,-0.64
3.926,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,0.07,-0.70
3.972,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.24,-0.02,-0.86
4.088,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.39,-0.13,-1.30
4.091,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.27,-0.00,-1.28
4.105,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.21,0.02,-1.20
4.108,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.21,0.03,-1.15
4.110,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.22,0.05,-1.16
4.118,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,0.07,-1.22
4.120,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.27,0.07,-0.95
4.140,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.24,0.03,-1.05
4.208,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,0.07,-1.13
4.242,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.24,0.11,-1.18
4.288,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.32,0.14,-1.39
4.342,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.57,0.12,-0.93
4.457,0,1,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.25,0.02,-0.53
4.458,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.31,0.01,-0.80
4.487,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.31,-0.06,-0.90
4.538,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.28,0.04,-0.89
4.575,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.30,0.03,-0.84
4.636,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.30,-0.01,-0.85
4.676,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.28,0.02,-0.86
4.721,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.27,0.04,-0.90
4.789,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.25,0.02,-1.04
4.823,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.27,-0.01,-1.03
4.868,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.30,-0.02,-0.98
4.931,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.32,-0.02,-1.10
4.971,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.36,-0.05,-1.06
5.022,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.31,-0.04,-1.15
5.076,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.30,0.06,-1.37
5.118,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.63,0.05,-0.76
5.166,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.59,-0.02,-0.76
5.222,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.40,-0.00,-0.84
5.266,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.28,0.01,-0.80
5.322,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.25,0.01,-0.71
5.370,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.16,0.09,-0.90
5.425,0,0,0.000,5.0,46.4208128,-94.2768228,371,0.0,133.6,0.12,0.09,-1.01
5.437,0,1,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.16,0.05,-1.02
5.489,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.27,-0.00,-1.24
5.532,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,1.44,-0.08,0.83
5.591,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.55,-0.06,-0.42
5.635,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.63,0.02,-0.68
5.685,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.74,0.04,-1.05
5.742,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.22,0.20,-0.75
5.791,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.35,0.02,-0.63
5.838,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.36,-0.08,-0.77
5.883,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.28,0.02,-0.80
5.938,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,0.06,-1.07
5.982,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,0.02,-0.90
6.043,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.25,-0.02,-0.86
6.086,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.30,-0.02,-0.99
6.136,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.32,-0.02,-1.19
6.189,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.36,-0.13,-1.21
6.239,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.34,-0.07,-1.25
6.282,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.42,0.05,-0.96
6.338,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.95,-0.03,-0.37
6.381,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.48,-0.08,-0.69
6.443,0,0,0.000,5.0,46.4208128,-94.2768228,372,0.0,133.6,0.32,0.02,-0.63
6.457,0,1,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.21,0.09,-0.86
6.515,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.18,0.05,-0.93
6.560,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.16,-0.00,-0.80
6.605,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.13,0.04,-0.82
6.673,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.16,0.05,-0.89
6.707,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.24,0.04,-1.20
6.755,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,1.29,-0.05,0.16
6.817,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.56,-0.04,-1.03
6.872,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.41,-0.08,-0.77
6.910,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.10,0.14,-0.74
6.972,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.41,-0.05,-0.90
7.016,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.27,0.01,-0.72
7.072,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.28,0.01,-0.85
7.119,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.29,-0.03,-0.79
7.170,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.27,-0.03,-0.85
7.210,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.28,-0.03,-0.93
7.274,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.27,-0.02,-0.92
7.315,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.29,-0.02,-0.82
7.357,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.29,-0.01,-0.82
7.417,0,0,0.000,5.0,46.4208090,-94.2768252,372,1.3,133.6,0.29,-0.03,-0.76
7.454,0,1,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.35,-0.04,-0.82
7.504,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.41,0.00,-1.06
7.549,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.31,0.05,-1.38
7.608,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.29,0.01,-1.08
7.671,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.33,-0.02,-0.90
7.721,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.24,0.05,-1.28
7.756,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.23,0.03,-1.17
7.823,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.25,-0.01,-1.15
7.857,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.23,0.07,-1.12
7.902,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.18,0.14,-1.08
7.969,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.14,0.14,-1.05
8.006,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.15,0.15,-1.04
8.070,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.16,0.15,-1.05
8.158,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.13,0.05,-1.30
8.159,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.94,0.04,0.85
8.203,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.35,-0.03,-0.74
8.256,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.74,0.42,-0.55
8.309,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,1.71,-0.00,0.97
8.355,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.39,0.15,-0.44
8.399,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.44,-0.00,0.44
8.456,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.40,-0.01,-0.78
8.506,0,0,0.000,5.0,46.4208133,-94.2768530,371,1.7,133.6,0.26,0.03,-1.04
8.525,0,1,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.23,0.06,-1.06
8.575,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.28,0.02,-1.18
8.621,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.29,0.02,-1.04
8.666,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.28,0.03,-1.01
8.722,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.30,0.05,-1.02
8.766,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.27,0.08,-1.10
8.817,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.25,0.04,-1.12
8.869,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.28,0.02,-1.13
8.916,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.05,-1.12
8.960,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.25,0.05,-1.05
9.022,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.04,-1.13
9.067,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.27,0.05,-1.12
9.107,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.06,-1.10
9.172,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.05,-1.09
9.216,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.27,0.04,-1.10
9.255,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.04,-1.08
9.316,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.27,0.05,-1.12
9.358,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.26,0.06,-1.11
9.407,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.9,133.6,0.27,0.06,-1.10
9.408,0,1,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.06,-1.10
9.466,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.05,-1.10
9.506,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.05,-1.10
9.556,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.05,-1.10
9.608,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.12
9.655,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.06,-1.12
9.701,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.06,-1.10
9.755,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.06,-1.09
9.799,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.05,-1.09
9.855,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.09
9.903,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.06,-1.11
9.955,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.26,0.06,-1.10
9.996,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.11
10.050,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.09
10.099,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.08
10.154,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.06,-1.08
10.199,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.07
10.247,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.06,-1.08
10.301,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.06,-1.07
10.354,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.07
10.391,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.07
10.458,0,0,0.000,5.0,46.4208213,-94.2768478,372,0.0,133.6,0.27,0.05,-1.07
10.491,0,1,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.07
10.537,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.05,-1.07
10.583,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.09
10.637,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.08
10.685,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.09
10.732,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.05,-1.10
10.776,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.05,-1.11
10.838,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.05,-1.14
10.886,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.09
10.921,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.05,-1.03
10.985,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.28,0.05,-1.03
11.026,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.01
11.069,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.06,-1.01
11.132,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.06,-1.07
11.175,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.05,-1.11
11.222,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.13
11.280,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.06,-1.12
11.320,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.11
11.372,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.27,0.06,-1.08
11.426,0,0,0.000,5.0,46.4208414,-94.2768528,372,0.6,133.6,0.26,0.05,-1.07
11.453,0,1,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.08
11.490,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.09
11.546,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.26,0.06,-1.11
11.588,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.10
11.638,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.09
11.691,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.26,0.06,-1.06
11.734,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.06
11.782,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.26,0.05,-1.08
11.837,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.26,0.05,-1.09
11.886,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.11
11.928,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.07
11.984,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.04
12.033,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.04
12.075,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.07
12.132,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.10
12.181,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.09
12.221,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.08
12.282,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.26,0.04,-1.10
12.325,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.28,0.05,-1.07
12.369,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.06,-1.03
12.432,0,0,0.000,5.0,46.4208441,-94.2768554,372,1.0,133.6,0.27,0.05,-1.03
12.433,0,1,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.27,0.05,-1.04
12.487,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.28,0.05,-1.04
12.533,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.28,0.07,-1.01
12.576,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.26,0.07,-1.01
12.634,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.27,0.05,-1.03
12.682,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.27,0.05,-1.04
12.725,0,0,0.000,5.0,46.4208423,-94.2768420,371,0.5,133.6,0.27,0.06,-1.04
